flight_prices,company_names,dep_city,arrival_city,transfer_stops,duration_of_flight,additional_info,booking_dates,travel_dates,Dep_Time,Arrival_Time
62,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,19/10/2022,06:15,08:00
50,Ryanair,Barcelona,Rome,1 stop,4h 20m ,Standard,11/10/2022,12/10/2022,16:40,21:00
84,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,13/10/2022,07:15,09:05
104,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,14/10/2022,09:40,11:30
114,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,15/10/2022,11:55,13:45
124,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,16/10/2022,15:45,17:35
131,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,19:35,21:20
138,Iberia,Barcelona,Rome,non-stop,1h 50m ,Flexible,11/10/2022,18/10/2022,07:15,09:05
152,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,19/10/2022,13:20,15:05
124,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,12/10/2022,21:45,23:35
145,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,13/10/2022,09:40,11:30
207,ITA Airways,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,14/10/2022,11:45,13:30
177,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,15/10/2022,15:45,17:35
177,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,16/10/2022,11:55,13:45
232,Air Europa,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,17/10/2022,11:45,13:30
177,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,18/10/2022,21:45,23:35
53,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,19/10/2022,06:10,07:55
64,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,12/10/2022,13:05,14:50
71,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,13/10/2022,18:50,20:35
68,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,14/10/2022,07:15,09:05
75,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,15/10/2022,18:40,20:30
75,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,16/10/2022,12:10,14:00
84,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,17/10/2022,16:05,17:55
84,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,18/10/2022,07:00,08:50
58,Vueling,Barcelona,Rome,non-stop,1h 49m ,Economy,11/10/2022,19/10/2022,22:10,23:59
105,ITA Airways,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,12/10/2022,16:40,18:25
105,ITA Airways,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,13/10/2022,11:45,13:30
134,Air Europa,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,14/10/2022,11:45,13:30
134,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,15/10/2022,16:05,17:55
134,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,16/10/2022,07:00,08:50
143,Air Europa,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,17/10/2022,16:40,18:25
18,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,18/10/2022,19:35,21:20
22,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,19/10/2022,16:00,17:50
27,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,12/10/2022,14:25,16:10
27,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,13/10/2022,18:40,20:30
27,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,14/10/2022,21:45,23:35
42,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,15/10/2022,11:55,13:45
42,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,16/10/2022,07:15,09:05
55,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,06:10,07:55
56,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,18/10/2022,09:40,11:30
75,ITA Airways,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,19/10/2022,16:40,18:25
75,ITA Airways,Barcelona,Rome,non-stop,1h 45m ,Economy,11/10/2022,12/10/2022,11:45,13:30
80,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,13/10/2022,11:55,13:45
80,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,14/10/2022,07:15,09:05
61,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,15/10/2022,16:00,17:50
66,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,16/10/2022,18:40,20:30
18,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,06:10,07:55
20,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,18/10/2022,19:35,21:20
20,Ryanair,Barcelona,Rome,non-stop,1h 45m ,Standard,11/10/2022,19/10/2022,12:35,14:20
27,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,12/10/2022,07:15,09:05
32,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,13/10/2022,18:40,20:30
22,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,14/10/2022,22:05,23:55
34,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,15/10/2022,16:35,18:25
42,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,16/10/2022,12:15,14:05
42,Vueling,Barcelona,Rome,non-stop,1h 50m ,Economy,11/10/2022,17/10/2022,09:40,11:30
82,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,18/10/2022,12:15,14:05
82,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,19/10/2022,09:40,11:30
67,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,12/10/2022,07:15,09:05
46,"Vueling, Ryanair ",Barcelona,Rome,1 stop,3h 40m ,Economy,11/10/2022,13/10/2022,06:30,10:10
72,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,14/10/2022,18:40,20:30
62,Iberia,Barcelona,Rome,non-stop,1h 50m ,Basic,11/10/2022,15/10/2022,22:05,23:55
225,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,16/10/2022,15:35,20:05
239,SWISS,Barcelona,Berlin,1 stop,4h 00m ,Economy,11/10/2022,17/10/2022,14:55,18:55
99,Ryanair,Barcelona,Berlin,2 stops,14h 00m ,Standard,11/10/2022,18/10/2022,06:25,20:25
227,Brussels Airlines,Barcelona,Berlin,1 stop,4h 40m ,,11/10/2022,19/10/2022,15:20,20:00
252,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,12/10/2022,06:15,10:05
163,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 00m ,Economy,11/10/2022,13/10/2022,17:10,22:10
178,"Air Europa, Ryanair ",Barcelona,Berlin,1 stop,4h 45m ,Economy,11/10/2022,14/10/2022,08:40,13:25
231,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,15/10/2022,12:45,16:55
179,Ryanair,Barcelona,Berlin,1 stop,4h 55m ,Standard,11/10/2022,16/10/2022,15:10,20:05
252,SWISS,Barcelona,Berlin,1 stop,4h 30m ,Economy,11/10/2022,17/10/2022,09:40,14:10
240,Lufthansa,Barcelona,Berlin,1 stop,4h 05m ,Economy Light,11/10/2022,18/10/2022,18:30,22:35
225,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,19/10/2022,15:35,20:05
225,Air France,Barcelona,Berlin,1 stop,4h 35m ,Light,11/10/2022,12/10/2022,18:05,22:40
225,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,13/10/2022,13:35,18:05
225,Lufthansa,Barcelona,Berlin,1 stop,5h 30m ,Economy Light,11/10/2022,14/10/2022,13:35,19:05
231,Lufthansa,Barcelona,Berlin,1 stop,5h 25m ,Economy Light,11/10/2022,15/10/2022,10:30,15:55
185,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,4h 55m ,Economy,11/10/2022,16/10/2022,08:30,13:25
129,Eurowings,Barcelona,Berlin,1 stop,8h 05m ,Basic,11/10/2022,17/10/2022,09:10,17:15
244,easyJet,Barcelona,Berlin,non-stop,2h 50m ,Standard,11/10/2022,18/10/2022,12:05,14:55
117,Ryanair,Barcelona,Berlin,1 stop,15h 10m ,Standard,11/10/2022,19/10/2022,05:55,21:05
255,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,12/10/2022,07:20,10:05
309,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Flexible,11/10/2022,13/10/2022,07:20,10:05
226,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,14/10/2022,06:15,10:05
224,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,15/10/2022,12:45,16:55
345,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,16/10/2022,09:35,12:20
243,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,17/10/2022,13:35,18:05
224,Lufthansa,Barcelona,Berlin,1 stop,4h 55m ,Economy Light,11/10/2022,18/10/2022,16:00,20:55
373,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,19/10/2022,18:35,21:20
224,Lufthansa,Barcelona,Berlin,1 stop,5h 10m ,Economy Light,11/10/2022,12/10/2022,12:45,17:55
218,Lufthansa,Barcelona,Berlin,1 stop,5h 30m ,Economy Light,11/10/2022,13/10/2022,13:35,19:05
261,Lufthansa,Barcelona,Berlin,1 stop,5h 25m ,Economy Light,11/10/2022,14/10/2022,10:30,15:55
226,Iberia,Barcelona,Berlin,1 stop,5h 40m ,Basic,11/10/2022,15/10/2022,13:30,19:10
241,Iberia,Barcelona,Berlin,1 stop,5h 55m ,Basic,11/10/2022,16/10/2022,16:45,22:40
147,Eurowings,Barcelona,Berlin,1 stop,6h 50m ,Basic,11/10/2022,17/10/2022,09:10,16:00
187,Iberia,Barcelona,Berlin,1 stop,9h 05m ,Basic,11/10/2022,18/10/2022,10:05,19:10
264,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,19/10/2022,07:20,10:05
153,"BlaBlaBus, Ryanair ",Barcelona,Berlin,1 stop,16h 50m ,Standard,11/10/2022,12/10/2022,16:00,08:50
257,easyJet,Barcelona,Berlin,non-stop,2h 50m ,Standard,11/10/2022,13/10/2022,12:05,14:55
317,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Flexible,11/10/2022,14/10/2022,07:20,10:05
220,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,15/10/2022,15:35,20:05
358,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,16/10/2022,09:35,12:20
202,Lufthansa,Barcelona,Berlin,1 stop,5h 00m ,Economy Light,11/10/2022,17/10/2022,13:55,18:55
256,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,18/10/2022,12:45,16:55
337,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,19/10/2022,06:15,10:05
202,Lufthansa,Barcelona,Berlin,1 stop,6h 00m ,Economy Light,11/10/2022,12/10/2022,13:55,19:55
308,Lufthansa,Barcelona,Berlin,1 stop,4h 05m ,Economy Light,11/10/2022,13/10/2022,06:50,10:55
250,Iberia,Barcelona,Berlin,1 stop,5h 40m ,Basic,11/10/2022,14/10/2022,13:30,19:10
268,Lufthansa,Barcelona,Berlin,1 stop,5h 10m ,Economy Light,11/10/2022,15/10/2022,12:45,17:55
238,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 00m ,Economy,11/10/2022,16/10/2022,07:05,12:05
255,Lufthansa,Barcelona,Berlin,1 stop,5h 25m ,Economy Light,11/10/2022,17/10/2022,10:30,15:55
259,Iberia,Barcelona,Berlin,1 stop,5h 55m ,Basic,11/10/2022,18/10/2022,16:45,22:40
161,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,19/10/2022,19:40,22:25
161,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,12/10/2022,19:40,22:25
155,"Ryanair, Deutsche Bahn ",Barcelona,Berlin,3 stops,14h 40m ,Standard,11/10/2022,13/10/2022,16:10,06:50
157,easyJet,Barcelona,Berlin,non-stop,2h 50m ,Standard,11/10/2022,14/10/2022,07:45,10:35
212,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,15/10/2022,09:25,12:10
256,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,16/10/2022,07:20,10:05
310,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Flexible,11/10/2022,17/10/2022,07:20,10:05
249,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,18/10/2022,12:45,16:55
214,Lufthansa,Barcelona,Berlin,1 stop,4h 55m ,Economy Light,11/10/2022,19/10/2022,16:00,20:55
250,Lufthansa,Barcelona,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,12/10/2022,07:40,12:05
294,Lufthansa,Barcelona,Berlin,1 stop,4h 00m ,Economy Light,11/10/2022,13/10/2022,15:35,19:35
252,KLM,Barcelona,Berlin,1 stop,4h 55m ,Light,11/10/2022,14/10/2022,13:20,18:15
195,KLM,Barcelona,Berlin,1 stop,6h 10m ,Light,11/10/2022,15/10/2022,17:15,23:25
405,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,16/10/2022,06:15,10:05
257,Lufthansa,Barcelona,Berlin,1 stop,5h 45m ,Economy Light,11/10/2022,17/10/2022,09:20,15:05
304,Lufthansa,Barcelona,Berlin,1 stop,5h 00m ,Economy Light,11/10/2022,18/10/2022,13:35,18:35
346,Air France,Barcelona,Berlin,1 stop,4h 35m ,Light,11/10/2022,19/10/2022,18:05,22:40
151,Eurowings,Barcelona,Berlin,1 stop,4h 55m ,Basic,11/10/2022,12/10/2022,15:50,20:45
262,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,13/10/2022,07:20,10:05
128,Ryanair,Barcelona,Berlin,1 stop,5h 55m ,Standard,11/10/2022,14/10/2022,06:35,12:30
317,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Flexible,11/10/2022,15/10/2022,07:20,10:05
305,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,16/10/2022,09:35,12:20
151,Eurowings,Barcelona,Berlin,1 stop,4h 55m ,Basic,11/10/2022,17/10/2022,15:50,20:45
187,Lufthansa,Barcelona,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,18/10/2022,07:40,12:05
204,KLM,Barcelona,Berlin,1 stop,4h 55m ,Light,11/10/2022,19/10/2022,13:20,18:15
238,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,12/10/2022,13:35,18:05
396,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,13/10/2022,18:35,21:20
214,Eurowings,Barcelona,Berlin,1 stop,5h 05m ,Basic,11/10/2022,14/10/2022,15:50,20:55
258,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,15/10/2022,15:35,20:05
262,Lufthansa,Barcelona,Berlin,1 stop,4h 45m ,Economy Light,11/10/2022,16/10/2022,09:20,14:05
238,Lufthansa,Barcelona,Berlin,1 stop,5h 30m ,Economy Light,11/10/2022,17/10/2022,13:35,19:05
151,Eurowings,Barcelona,Berlin,1 stop,6h 20m ,Basic,11/10/2022,18/10/2022,15:50,22:10
137,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 45m ,Economy,11/10/2022,19/10/2022,06:45,12:30
134,Eurowings,Barcelona,Berlin,1 stop,8h 20m ,Basic,11/10/2022,12/10/2022,09:00,17:20
203,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,13/10/2022,12:45,16:55
94,Multiple Airlines,Barcelona,Berlin,2 stops,16h 25m ,Standard,11/10/2022,14/10/2022,22:35,15:00
199,Brussels Airlines,Barcelona,Berlin,1 stop,4h 40m ,,11/10/2022,15/10/2022,15:20,20:00
188,Lufthansa,Barcelona,Berlin,1 stop,5h 10m ,Economy Light,11/10/2022,16/10/2022,12:45,17:55
203,Lufthansa,Barcelona,Berlin,1 stop,4h 55m ,Economy Light,11/10/2022,17/10/2022,16:00,20:55
199,Lufthansa,Barcelona,Berlin,1 stop,5h 25m ,Economy Light,11/10/2022,18/10/2022,10:30,15:55
192,"Air Europa, Ryanair ",Barcelona,Berlin,1 stop,4h 55m ,Economy,11/10/2022,19/10/2022,15:30,20:25
277,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,12/10/2022,06:15,10:05
234,Lufthansa,Barcelona,Berlin,1 stop,5h 00m ,Economy Light,11/10/2022,13/10/2022,13:55,18:55
169,Brussels Airlines,Barcelona,Berlin,1 stop,6h 50m ,,11/10/2022,14/10/2022,15:20,22:10
206,Ryanair,Barcelona,Berlin,1 stop,4h 50m ,Standard,11/10/2022,15/10/2022,06:10,11:00
190,"Vueling, easyJet ",Barcelona,Berlin,1 stop,5h 15m ,Economy,11/10/2022,16/10/2022,07:05,12:20
198,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 10m ,Economy,11/10/2022,17/10/2022,17:10,22:20
240,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,18/10/2022,13:35,18:05
204,Lufthansa,Barcelona,Berlin,1 stop,6h 10m ,Economy Light,11/10/2022,19/10/2022,12:45,18:55
199,Lufthansa,Barcelona,Berlin,1 stop,6h 20m ,Economy Light,11/10/2022,12/10/2022,11:45,18:05
100,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,13/10/2022,07:20,10:05
96,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,14/10/2022,07:20,10:05
78,"Ryanair, easyJet ",Barcelona,Berlin,1 stop,11h 15m ,Standard,11/10/2022,15/10/2022,09:55,21:10
100,easyJet,Barcelona,Berlin,non-stop,2h 50m ,Standard,11/10/2022,16/10/2022,12:05,14:55
118,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,17/10/2022,18:35,21:20
118,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,18/10/2022,09:35,12:20
131,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,19/10/2022,16:15,19:00
144,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Basic,11/10/2022,12/10/2022,07:20,10:05
165,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Basic,11/10/2022,13/10/2022,18:35,21:20
185,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,14/10/2022,06:15,10:05
134,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 00m ,Economy,11/10/2022,15/10/2022,07:05,12:05
199,Brussels Airlines,Barcelona,Berlin,1 stop,4h 40m ,,11/10/2022,16/10/2022,15:20,20:00
123,"Vueling, easyJet ",Barcelona,Berlin,1 stop,5h 00m ,Economy,11/10/2022,17/10/2022,17:40,22:40
167,KLM,Barcelona,Berlin,1 stop,4h 55m ,Light,11/10/2022,18/10/2022,13:20,18:15
134,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,5h 50m ,Economy,11/10/2022,19/10/2022,06:15,12:05
188,Lufthansa,Barcelona,Berlin,1 stop,4h 30m ,Economy Light,11/10/2022,12/10/2022,13:35,18:05
129,"Vueling, easyJet ",Barcelona,Berlin,1 stop,5h 15m ,Economy,11/10/2022,13/10/2022,07:05,12:20
80,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,14/10/2022,08:00,10:45
77,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,15/10/2022,08:00,10:45
59,"Ryanair, easyJet ",Barcelona,Berlin,1 stop,21h 30m ,Standard,11/10/2022,16/10/2022,11:15,08:45
85,Ryanair,Barcelona,Berlin,non-stop,2h 45m ,Standard,11/10/2022,17/10/2022,09:35,12:20
110,Vueling,Barcelona,Berlin,non-stop,2h 45m ,Economy,11/10/2022,18/10/2022,18:35,21:20
119,easyJet,Barcelona,Berlin,non-stop,2h 50m ,Standard,11/10/2022,19/10/2022,12:05,14:55
122,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Basic,11/10/2022,12/10/2022,08:00,10:45
165,Iberia,Barcelona,Berlin,non-stop,2h 45m ,Basic,11/10/2022,13/10/2022,18:35,21:20
175,SWISS,Barcelona,Berlin,1 stop,3h 50m ,Economy,11/10/2022,14/10/2022,06:15,10:05
125,"Air Europa, Ryanair ",Barcelona,Berlin,1 stop,4h 45m ,Economy,11/10/2022,15/10/2022,08:40,13:25
118,Ryanair,Barcelona,Berlin,1 stop,5h 15m ,Standard,11/10/2022,16/10/2022,08:10,13:25
134,"Vueling, Ryanair ",Barcelona,Berlin,1 stop,4h 55m ,Economy,11/10/2022,17/10/2022,08:30,13:25
187,Lufthansa,Barcelona,Berlin,1 stop,4h 45m ,Economy Light,11/10/2022,18/10/2022,09:20,14:05
157,"Air Europa, Ryanair ",Barcelona,Berlin,1 stop,4h 35m ,Economy,11/10/2022,19/10/2022,15:30,20:05
144,Ryanair,Barcelona,Berlin,1 stop,4h 55m ,Standard,11/10/2022,12/10/2022,15:10,20:05
235,Lufthansa,Barcelona,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,13/10/2022,12:45,16:55
140,"Air Europa, Eurowings ",Barcelona,Berlin,1 stop,5h 25m ,Economy,11/10/2022,14/10/2022,11:55,17:20
172,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,15/10/2022,17:10,20:40
188,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,16/10/2022,13:10,16:30
128,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 30m ,Economy,11/10/2022,17/10/2022,07:40,15:10
170,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,18/10/2022,17:10,20:40
220,Scandinavian Airlines,Barcelona,Oslo,non-stop,3h 25m ,,11/10/2022,19/10/2022,10:40,14:05
240,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,LowFare,11/10/2022,12/10/2022,13:10,16:35
236,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Basic,11/10/2022,13/10/2022,17:10,20:40
178,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,14/10/2022,10:05,16:35
198,Iberia,Barcelona,Oslo,1 stop,6h 00m ,Basic,11/10/2022,15/10/2022,08:00,14:00
165,Iberia,Barcelona,Oslo,1 stop,7h 00m ,Basic,11/10/2022,16/10/2022,07:00,14:00
220,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,17/10/2022,13:10,18:55
254,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,18/10/2022,19:10,00:10
177,"Ryanair, Ryanair UK ",Barcelona,Oslo,1 stop,6h 25m ,Standard,11/10/2022,19/10/2022,06:25,12:50
177,Ryanair,Barcelona,Oslo,1 stop,6h 25m ,Standard,11/10/2022,12/10/2022,06:25,12:50
249,SWISS,Barcelona,Oslo,1 stop,6h 05m ,Economy,11/10/2022,13/10/2022,06:15,12:20
128,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,8h 10m ,Economy,11/10/2022,14/10/2022,07:00,15:10
153,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,15/10/2022,07:00,10:30
145,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,16/10/2022,11:10,14:30
87,Ryanair,Barcelona,Oslo,2 stops,17h 50m ,Standard,11/10/2022,17/10/2022,14:45,08:35
153,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,18/10/2022,07:00,10:30
198,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Basic,11/10/2022,19/10/2022,07:00,10:30
276,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,Flex,11/10/2022,12/10/2022,20:30,23:55
167,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,13/10/2022,13:10,18:55
178,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,14/10/2022,10:05,16:35
267,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,15/10/2022,19:10,00:10
339,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,Flex,11/10/2022,16/10/2022,13:10,16:35
230,"British Airways, Finnair ",Barcelona,Oslo,1 stop,6h 10m ,Plus,11/10/2022,17/10/2022,10:05,16:15
245,Scandinavian Airlines,Barcelona,Oslo,1 stop,6h 00m ,,11/10/2022,18/10/2022,11:05,17:05
258,Lufthansa,Barcelona,Oslo,1 stop,5h 15m ,Economy Light,11/10/2022,19/10/2022,12:45,18:00
122,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 30m ,Economy,11/10/2022,12/10/2022,07:40,15:10
210,SWISS,Barcelona,Oslo,1 stop,7h 00m ,Economy,11/10/2022,13/10/2022,06:15,13:15
122,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,8h 10m ,Economy,11/10/2022,14/10/2022,07:00,15:10
245,"Vueling, Flyr ",Barcelona,Oslo,1 stop,5h 50m ,Economy,11/10/2022,15/10/2022,09:20,15:10
183,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,16/10/2022,13:10,18:55
224,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,17/10/2022,11:35,14:55
123,Ryanair,Barcelona,Oslo,3 stops,25h 45m ,Standard,11/10/2022,18/10/2022,06:25,08:10
277,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,19/10/2022,07:00,10:30
215,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,12/10/2022,19:10,00:10
167,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,13/10/2022,13:10,18:55
361,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Flexible,11/10/2022,14/10/2022,07:00,10:30
410,Scandinavian Airlines,Barcelona,Oslo,non-stop,3h 25m ,,11/10/2022,15/10/2022,11:20,14:45
230,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,16/10/2022,10:05,16:35
268,Norwegian,Barcelona,Oslo,1 stop,5h 55m ,LowFare,11/10/2022,17/10/2022,14:35,20:30
155,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 30m ,Economy,11/10/2022,18/10/2022,07:40,15:10
